,path,event
30,[CLIP_DIR]/HeStutters/0/HeStutters_0_30.wav,NoStutteredWords
31,[CLIP_DIR]/HeStutters/0/HeStutters_0_31.wav,NoStutteredWords
32,[CLIP_DIR]/HeStutters/0/HeStutters_0_32.wav,NoStutteredWords
33,[CLIP_DIR]/HeStutters/0/HeStutters_0_33.wav,Prolongation
34,[CLIP_DIR]/HeStutters/0/HeStutters_0_34.wav,NoStutteredWords
35,[CLIP_DIR]/HeStutters/0/HeStutters_0_35.wav,NoStutteredWords
36,[CLIP_DIR]/HeStutters/0/HeStutters_0_36.wav,NoStutteredWords
37,[CLIP_DIR]/HeStutters/0/HeStutters_0_37.wav,NoStutteredWords
38,[CLIP_DIR]/HeStutters/0/HeStutters_0_38.wav,NoStutteredWords
39,[CLIP_DIR]/HeStutters/0/HeStutters_0_39.wav,NoStutteredWords
40,[CLIP_DIR]/HeStutters/1/HeStutters_1_0.wav,SoundRep
41,[CLIP_DIR]/HeStutters/1/HeStutters_1_1.wav,NoStutteredWords
42,[CLIP_DIR]/HeStutters/1/HeStutters_1_2.wav,NoStutteredWords
43,[CLIP_DIR]/HeStutters/1/HeStutters_1_3.wav,Interjection
44,[CLIP_DIR]/HeStutters/1/HeStutters_1_4.wav,NoStutteredWords
45,[CLIP_DIR]/HeStutters/1/HeStutters_1_5.wav,WordRep
46,[CLIP_DIR]/HeStutters/1/HeStutters_1_6.wav,NoStutteredWords
47,[CLIP_DIR]/HeStutters/1/HeStutters_1_7.wav,WordRep
48,[CLIP_DIR]/HeStutters/1/HeStutters_1_8.wav,WordRep
49,[CLIP_DIR]/HeStutters/1/HeStutters_1_9.wav,NoStutteredWords
50,[CLIP_DIR]/HeStutters/1/HeStutters_1_10.wav,Block
51,[CLIP_DIR]/HeStutters/1/HeStutters_1_11.wav,Prolongation
52,[CLIP_DIR]/HeStutters/1/HeStutters_1_12.wav,SoundRep
53,[CLIP_DIR]/HeStutters/1/HeStutters_1_13.wav,Block
54,[CLIP_DIR]/HeStutters/1/HeStutters_1_14.wav,Prolongation
55,[CLIP_DIR]/HeStutters/1/HeStutters_1_15.wav,Prolongation
56,[CLIP_DIR]/HeStutters/1/HeStutters_1_16.wav,NoStutteredWords
57,[CLIP_DIR]/HeStutters/1/HeStutters_1_17.wav,Block
58,[CLIP_DIR]/HeStutters/1/HeStutters_1_18.wav,Prolongation
59,[CLIP_DIR]/HeStutters/1/HeStutters_1_19.wav,NoStutteredWords
60,[CLIP_DIR]/HeStutters/1/HeStutters_1_20.wav,WordRep
61,[CLIP_DIR]/HeStutters/1/HeStutters_1_21.wav,SoundRep
62,[CLIP_DIR]/HeStutters/1/HeStutters_1_22.wav,NoStutteredWords
63,[CLIP_DIR]/HeStutters/1/HeStutters_1_23.wav,NoStutteredWords
64,[CLIP_DIR]/HeStutters/1/HeStutters_1_24.wav,Interjection
65,[CLIP_DIR]/HeStutters/1/HeStutters_1_25.wav,Prolongation
66,[CLIP_DIR]/HeStutters/1/HeStutters_1_26.wav,NoStutteredWords
67,[CLIP_DIR]/HeStutters/1/HeStutters_1_27.wav,Prolongation
68,[CLIP_DIR]/HeStutters/1/HeStutters_1_28.wav,NoStutteredWords
69,[CLIP_DIR]/HeStutters/1/HeStutters_1_29.wav,Prolongation
70,[CLIP_DIR]/HeStutters/1/HeStutters_1_30.wav,NoStutteredWords
71,[CLIP_DIR]/HeStutters/1/HeStutters_1_31.wav,Prolongation
72,[CLIP_DIR]/HeStutters/1/HeStutters_1_32.wav,Prolongation
73,[CLIP_DIR]/HeStutters/1/HeStutters_1_33.wav,SoundRep
74,[CLIP_DIR]/HeStutters/1/HeStutters_1_34.wav,SoundRep
75,[CLIP_DIR]/HeStutters/1/HeStutters_1_35.wav,SoundRep
76,[CLIP_DIR]/HeStutters/1/HeStutters_1_36.wav,Interjection
77,[CLIP_DIR]/HeStutters/1/HeStutters_1_37.wav,SoundRep
78,[CLIP_DIR]/HeStutters/1/HeStutters_1_38.wav,NoStutteredWords
79,[CLIP_DIR]/HeStutters/1/HeStutters_1_39.wav,Interjection
80,[CLIP_DIR]/HeStutters/1/HeStutters_1_40.wav,Prolongation
81,[CLIP_DIR]/HeStutters/1/HeStutters_1_41.wav,Prolongation
82,[CLIP_DIR]/HeStutters/1/HeStutters_1_42.wav,SoundRep
83,[CLIP_DIR]/HeStutters/1/HeStutters_1_43.wav,Interjection
84,[CLIP_DIR]/HeStutters/1/HeStutters_1_44.wav,NoStutteredWords
85,[CLIP_DIR]/HeStutters/1/HeStutters_1_45.wav,SoundRep
86,[CLIP_DIR]/HeStutters/1/HeStutters_1_46.wav,Block
87,[CLIP_DIR]/HeStutters/1/HeStutters_1_47.wav,NoStutteredWords
88,[CLIP_DIR]/HeStutters/1/HeStutters_1_48.wav,Prolongation
89,[CLIP_DIR]/HeStutters/1/HeStutters_1_49.wav,Block
90,[CLIP_DIR]/HeStutters/1/HeStutters_1_50.wav,SoundRep
91,[CLIP_DIR]/HeStutters/1/HeStutters_1_51.wav,WordRep
92,[CLIP_DIR]/HeStutters/1/HeStutters_1_52.wav,NoStutteredWords
93,[CLIP_DIR]/HeStutters/1/HeStutters_1_53.wav,Prolongation
94,[CLIP_DIR]/HeStutters/1/HeStutters_1_54.wav,Prolongation
95,[CLIP_DIR]/HeStutters/1/HeStutters_1_55.wav,NoStutteredWords
96,[CLIP_DIR]/HeStutters/1/HeStutters_1_56.wav,SoundRep
97,[CLIP_DIR]/HeStutters/1/HeStutters_1_57.wav,SoundRep
98,[CLIP_DIR]/HeStutters/1/HeStutters_1_58.wav,NoStutteredWords
99,[CLIP_DIR]/HeStutters/1/HeStutters_1_59.wav,NoStutteredWords
100,[CLIP_DIR]/HeStutters/1/HeStutters_1_60.wav,SoundRep
101,[CLIP_DIR]/HeStutters/1/HeStutters_1_61.wav,SoundRep
102,[CLIP_DIR]/HeStutters/1/HeStutters_1_62.wav,Block
103,[CLIP_DIR]/HeStutters/1/HeStutters_1_63.wav,Prolongation
104,[CLIP_DIR]/HeStutters/1/HeStutters_1_64.wav,NoStutteredWords
105,[CLIP_DIR]/HeStutters/1/HeStutters_1_65.wav,WordRep
106,[CLIP_DIR]/HeStutters/1/HeStutters_1_66.wav,NoStutteredWords
107,[CLIP_DIR]/HeStutters/1/HeStutters_1_67.wav,SoundRep
108,[CLIP_DIR]/HeStutters/1/HeStutters_1_68.wav,NoStutteredWords
109,[CLIP_DIR]/HeStutters/1/HeStutters_1_69.wav,NoStutteredWords
110,[CLIP_DIR]/HeStutters/1/HeStutters_1_70.wav,Interjection
111,[CLIP_DIR]/HeStutters/1/HeStutters_1_71.wav,WordRep
112,[CLIP_DIR]/HeStutters/1/HeStutters_1_72.wav,Prolongation
113,[CLIP_DIR]/HeStutters/1/HeStutters_1_73.wav,Block
114,[CLIP_DIR]/HeStutters/1/HeStutters_1_74.wav,Block
115,[CLIP_DIR]/HeStutters/1/HeStutters_1_75.wav,Block
116,[CLIP_DIR]/HeStutters/1/HeStutters_1_76.wav,Interjection
117,[CLIP_DIR]/HeStutters/1/HeStutters_1_77.wav,Block
118,[CLIP_DIR]/HeStutters/1/HeStutters_1_78.wav,NoStutteredWords
119,[CLIP_DIR]/HeStutters/1/HeStutters_1_79.wav,NoStutteredWords
120,[CLIP_DIR]/HeStutters/1/HeStutters_1_80.wav,WordRep
121,[CLIP_DIR]/HeStutters/1/HeStutters_1_81.wav,Prolongation
122,[CLIP_DIR]/HeStutters/1/HeStutters_1_82.wav,Prolongation
123,[CLIP_DIR]/HeStutters/1/HeStutters_1_83.wav,NoStutteredWords
124,[CLIP_DIR]/HeStutters/1/HeStutters_1_84.wav,Block
125,[CLIP_DIR]/HeStutters/1/HeStutters_1_85.wav,WordRep
126,[CLIP_DIR]/HeStutters/1/HeStutters_1_86.wav,Prolongation
127,[CLIP_DIR]/HeStutters/1/HeStutters_1_87.wav,Block
128,[CLIP_DIR]/HeStutters/1/HeStutters_1_88.wav,SoundRep
129,[CLIP_DIR]/HeStutters/1/HeStutters_1_89.wav,NoStutteredWords
130,[CLIP_DIR]/HeStutters/1/HeStutters_1_90.wav,Prolongation
131,[CLIP_DIR]/HeStutters/1/HeStutters_1_91.wav,Prolongation
132,[CLIP_DIR]/HeStutters/1/HeStutters_1_92.wav,Block
133,[CLIP_DIR]/HeStutters/1/HeStutters_1_93.wav,NoStutteredWords
134,[CLIP_DIR]/HeStutters/1/HeStutters_1_94.wav,NoStutteredWords
135,[CLIP_DIR]/HeStutters/1/HeStutters_1_95.wav,NoStutteredWords
136,[CLIP_DIR]/HeStutters/1/HeStutters_1_96.wav,SoundRep
137,[CLIP_DIR]/HeStutters/1/HeStutters_1_97.wav,NoStutteredWords
138,[CLIP_DIR]/HeStutters/1/HeStutters_1_98.wav,WordRep
139,[CLIP_DIR]/HeStutters/1/HeStutters_1_99.wav,NoStutteredWords
140,[CLIP_DIR]/HeStutters/1/HeStutters_1_100.wav,SoundRep
141,[CLIP_DIR]/HeStutters/1/HeStutters_1_101.wav,Prolongation
142,[CLIP_DIR]/HeStutters/1/HeStutters_1_102.wav,Prolongation
143,[CLIP_DIR]/HeStutters/1/HeStutters_1_103.wav,NoStutteredWords
144,[CLIP_DIR]/HeStutters/1/HeStutters_1_104.wav,WordRep
145,[CLIP_DIR]/HeStutters/1/HeStutters_1_105.wav,SoundRep
146,[CLIP_DIR]/HeStutters/1/HeStutters_1_106.wav,Block
147,[CLIP_DIR]/HeStutters/1/HeStutters_1_107.wav,NoStutteredWords
148,[CLIP_DIR]/HeStutters/1/HeStutters_1_108.wav,Prolongation
149,[CLIP_DIR]/HeStutters/1/HeStutters_1_109.wav,Interjection
150,[CLIP_DIR]/HeStutters/1/HeStutters_1_110.wav,NoStutteredWords
151,[CLIP_DIR]/HeStutters/1/HeStutters_1_111.wav,NoStutteredWords
152,[CLIP_DIR]/HeStutters/1/HeStutters_1_112.wav,Prolongation
153,[CLIP_DIR]/HeStutters/1/HeStutters_1_113.wav,NoStutteredWords
154,[CLIP_DIR]/HeStutters/1/HeStutters_1_114.wav,NoStutteredWords
155,[CLIP_DIR]/HeStutters/1/HeStutters_1_115.wav,WordRep
156,[CLIP_DIR]/HeStutters/1/HeStutters_1_116.wav,Prolongation
157,[CLIP_DIR]/HeStutters/1/HeStutters_1_117.wav,NoStutteredWords
158,[CLIP_DIR]/HeStutters/1/HeStutters_1_118.wav,Interjection
159,[CLIP_DIR]/HeStutters/1/HeStutters_1_119.wav,NoStutteredWords
160,[CLIP_DIR]/HeStutters/1/HeStutters_1_120.wav,WordRep
161,[CLIP_DIR]/HeStutters/1/HeStutters_1_121.wav,NoStutteredWords
162,[CLIP_DIR]/HeStutters/1/HeStutters_1_122.wav,NoStutteredWords
163,[CLIP_DIR]/HeStutters/1/HeStutters_1_123.wav,NoStutteredWords
164,[CLIP_DIR]/HeStutters/1/HeStutters_1_124.wav,NoStutteredWords
165,[CLIP_DIR]/HeStutters/1/HeStutters_1_125.wav,Block
166,[CLIP_DIR]/HeStutters/1/HeStutters_1_126.wav,NoStutteredWords
167,[CLIP_DIR]/HeStutters/1/HeStutters_1_127.wav,SoundRep
168,[CLIP_DIR]/HeStutters/1/HeStutters_1_128.wav,Prolongation
169,[CLIP_DIR]/HeStutters/1/HeStutters_1_129.wav,Prolongation
170,[CLIP_DIR]/HeStutters/1/HeStutters_1_130.wav,NoStutteredWords
171,[CLIP_DIR]/HeStutters/1/HeStutters_1_131.wav,NoStutteredWords
172,[CLIP_DIR]/HeStutters/1/HeStutters_1_132.wav,Block
173,[CLIP_DIR]/HeStutters/1/HeStutters_1_133.wav,Block
174,[CLIP_DIR]/HeStutters/1/HeStutters_1_134.wav,NoStutteredWords
175,[CLIP_DIR]/HeStutters/1/HeStutters_1_135.wav,Interjection
176,[CLIP_DIR]/HeStutters/1/HeStutters_1_136.wav,Block
177,[CLIP_DIR]/HeStutters/1/HeStutters_1_137.wav,Prolongation
178,[CLIP_DIR]/HeStutters/1/HeStutters_1_138.wav,Prolongation
179,[CLIP_DIR]/HeStutters/1/HeStutters_1_139.wav,NoStutteredWords
180,[CLIP_DIR]/HeStutters/1/HeStutters_1_140.wav,Prolongation
181,[CLIP_DIR]/HeStutters/1/HeStutters_1_141.wav,NoStutteredWords
182,[CLIP_DIR]/HeStutters/1/HeStutters_1_142.wav,Prolongation
183,[CLIP_DIR]/HeStutters/1/HeStutters_1_143.wav,Interjection
184,[CLIP_DIR]/HeStutters/1/HeStutters_1_144.wav,Prolongation
185,[CLIP_DIR]/HeStutters/1/HeStutters_1_145.wav,Prolongation
186,[CLIP_DIR]/HeStutters/1/HeStutters_1_146.wav,WordRep
187,[CLIP_DIR]/HeStutters/1/HeStutters_1_147.wav,Block
188,[CLIP_DIR]/HeStutters/1/HeStutters_1_148.wav,Prolongation
189,[CLIP_DIR]/HeStutters/1/HeStutters_1_149.wav,NoStutteredWords
190,[CLIP_DIR]/HeStutters/1/HeStutters_1_150.wav,Block
191,[CLIP_DIR]/HeStutters/1/HeStutters_1_151.wav,NoStutteredWords
192,[CLIP_DIR]/HeStutters/1/HeStutters_1_152.wav,NoStutteredWords
193,[CLIP_DIR]/HeStutters/1/HeStutters_1_153.wav,NoStutteredWords
194,[CLIP_DIR]/HeStutters/1/HeStutters_1_154.wav,Prolongation
195,[CLIP_DIR]/HeStutters/1/HeStutters_1_155.wav,SoundRep
196,[CLIP_DIR]/HeStutters/1/HeStutters_1_156.wav,Prolongation
197,[CLIP_DIR]/HeStutters/1/HeStutters_1_157.wav,Block
198,[CLIP_DIR]/HeStutters/1/HeStutters_1_158.wav,SoundRep
199,[CLIP_DIR]/HeStutters/1/HeStutters_1_159.wav,Prolongation
200,[CLIP_DIR]/HeStutters/1/HeStutters_1_160.wav,Prolongation
201,[CLIP_DIR]/HeStutters/1/HeStutters_1_161.wav,Prolongation
202,[CLIP_DIR]/HeStutters/1/HeStutters_1_162.wav,NoStutteredWords
203,[CLIP_DIR]/HeStutters/1/HeStutters_1_163.wav,SoundRep
204,[CLIP_DIR]/HeStutters/1/HeStutters_1_164.wav,Block
205,[CLIP_DIR]/HeStutters/1/HeStutters_1_165.wav,NoStutteredWords
206,[CLIP_DIR]/HeStutters/1/HeStutters_1_166.wav,NoStutteredWords
207,[CLIP_DIR]/HeStutters/1/HeStutters_1_167.wav,SoundRep
208,[CLIP_DIR]/HeStutters/1/HeStutters_1_168.wav,Prolongation
209,[CLIP_DIR]/HeStutters/1/HeStutters_1_169.wav,Prolongation
210,[CLIP_DIR]/HeStutters/1/HeStutters_1_170.wav,Block
211,[CLIP_DIR]/HeStutters/1/HeStutters_1_171.wav,NoStutteredWords
212,[CLIP_DIR]/HeStutters/1/HeStutters_1_172.wav,WordRep
213,[CLIP_DIR]/HeStutters/1/HeStutters_1_173.wav,Prolongation
214,[CLIP_DIR]/HeStutters/1/HeStutters_1_174.wav,NoStutteredWords
215,[CLIP_DIR]/HeStutters/1/HeStutters_1_175.wav,WordRep
216,[CLIP_DIR]/HeStutters/1/HeStutters_1_176.wav,NoStutteredWords
217,[CLIP_DIR]/HeStutters/1/HeStutters_1_177.wav,Block
218,[CLIP_DIR]/HeStutters/1/HeStutters_1_178.wav,NoStutteredWords
219,[CLIP_DIR]/HeStutters/1/HeStutters_1_179.wav,Block
220,[CLIP_DIR]/HeStutters/1/HeStutters_1_180.wav,Prolongation
221,[CLIP_DIR]/HeStutters/1/HeStutters_1_181.wav,SoundRep
222,[CLIP_DIR]/HeStutters/1/HeStutters_1_182.wav,Prolongation
223,[CLIP_DIR]/HeStutters/1/HeStutters_1_183.wav,Block
224,[CLIP_DIR]/HeStutters/1/HeStutters_1_184.wav,Block
225,[CLIP_DIR]/HeStutters/1/HeStutters_1_185.wav,NoStutteredWords
226,[CLIP_DIR]/HeStutters/1/HeStutters_1_186.wav,SoundRep
227,[CLIP_DIR]/HeStutters/1/HeStutters_1_187.wav,NoStutteredWords
228,[CLIP_DIR]/HeStutters/1/HeStutters_1_188.wav,Prolongation
229,[CLIP_DIR]/HeStutters/1/HeStutters_1_189.wav,Block
230,[CLIP_DIR]/HeStutters/1/HeStutters_1_190.wav,NoStutteredWords
231,[CLIP_DIR]/HeStutters/1/HeStutters_1_191.wav,Prolongation
232,[CLIP_DIR]/HeStutters/1/HeStutters_1_192.wav,NoStutteredWords
233,[CLIP_DIR]/HeStutters/1/HeStutters_1_193.wav,WordRep
234,[CLIP_DIR]/HeStutters/1/HeStutters_1_194.wav,WordRep
235,[CLIP_DIR]/HeStutters/1/HeStutters_1_195.wav,NoStutteredWords
236,[CLIP_DIR]/HeStutters/1/HeStutters_1_196.wav,Prolongation
237,[CLIP_DIR]/HeStutters/1/HeStutters_1_197.wav,NoStutteredWords
238,[CLIP_DIR]/HeStutters/1/HeStutters_1_198.wav,NoStutteredWords
239,[CLIP_DIR]/HeStutters/1/HeStutters_1_199.wav,NoStutteredWords
240,[CLIP_DIR]/HeStutters/1/HeStutters_1_200.wav,Prolongation
241,[CLIP_DIR]/HeStutters/1/HeStutters_1_201.wav,Block
242,[CLIP_DIR]/HeStutters/1/HeStutters_1_202.wav,Prolongation
243,[CLIP_DIR]/HeStutters/1/HeStutters_1_203.wav,NoStutteredWords
244,[CLIP_DIR]/HeStutters/1/HeStutters_1_204.wav,Prolongation
245,[CLIP_DIR]/HeStutters/1/HeStutters_1_205.wav,WordRep
246,[CLIP_DIR]/HeStutters/1/HeStutters_1_206.wav,Block
247,[CLIP_DIR]/HeStutters/1/HeStutters_1_207.wav,WordRep
248,[CLIP_DIR]/HeStutters/1/HeStutters_1_208.wav,NoStutteredWords
249,[CLIP_DIR]/HeStutters/1/HeStutters_1_209.wav,SoundRep
250,[CLIP_DIR]/HeStutters/1/HeStutters_1_210.wav,WordRep
251,[CLIP_DIR]/HeStutters/1/HeStutters_1_211.wav,Prolongation
252,[CLIP_DIR]/HeStutters/1/HeStutters_1_212.wav,Block
253,[CLIP_DIR]/HeStutters/1/HeStutters_1_213.wav,NoStutteredWords
254,[CLIP_DIR]/HeStutters/1/HeStutters_1_214.wav,Block
255,[CLIP_DIR]/HeStutters/1/HeStutters_1_215.wav,Interjection
256,[CLIP_DIR]/HeStutters/1/HeStutters_1_216.wav,NoStutteredWords
257,[CLIP_DIR]/HeStutters/1/HeStutters_1_217.wav,Block
258,[CLIP_DIR]/HeStutters/1/HeStutters_1_218.wav,NoStutteredWords
259,[CLIP_DIR]/HeStutters/1/HeStutters_1_219.wav,Prolongation
260,[CLIP_DIR]/HeStutters/1/HeStutters_1_220.wav,WordRep
261,[CLIP_DIR]/HeStutters/1/HeStutters_1_221.wav,Prolongation
262,[CLIP_DIR]/HeStutters/1/HeStutters_1_222.wav,Prolongation
263,[CLIP_DIR]/HeStutters/1/HeStutters_1_223.wav,NoStutteredWords
264,[CLIP_DIR]/HeStutters/1/HeStutters_1_224.wav,Interjection
265,[CLIP_DIR]/HeStutters/1/HeStutters_1_225.wav,Block
266,[CLIP_DIR]/HeStutters/1/HeStutters_1_226.wav,Block
267,[CLIP_DIR]/HeStutters/1/HeStutters_1_227.wav,SoundRep
268,[CLIP_DIR]/HeStutters/1/HeStutters_1_228.wav,NoStutteredWords
269,[CLIP_DIR]/HeStutters/1/HeStutters_1_229.wav,SoundRep
270,[CLIP_DIR]/HeStutters/1/HeStutters_1_230.wav,Prolongation
271,[CLIP_DIR]/HeStutters/1/HeStutters_1_231.wav,NoStutteredWords
272,[CLIP_DIR]/HeStutters/1/HeStutters_1_232.wav,Interjection
273,[CLIP_DIR]/HeStutters/1/HeStutters_1_233.wav,Interjection
274,[CLIP_DIR]/HeStutters/1/HeStutters_1_234.wav,Block
275,[CLIP_DIR]/HeStutters/1/HeStutters_1_235.wav,NoStutteredWords
276,[CLIP_DIR]/HeStutters/1/HeStutters_1_236.wav,SoundRep
277,[CLIP_DIR]/HeStutters/1/HeStutters_1_237.wav,NoStutteredWords
278,[CLIP_DIR]/HeStutters/1/HeStutters_1_238.wav,WordRep
279,[CLIP_DIR]/HeStutters/1/HeStutters_1_239.wav,Interjection
280,[CLIP_DIR]/HeStutters/1/HeStutters_1_240.wav,NoStutteredWords
281,[CLIP_DIR]/HeStutters/1/HeStutters_1_241.wav,Block
282,[CLIP_DIR]/HeStutters/1/HeStutters_1_242.wav,NoStutteredWords
283,[CLIP_DIR]/HeStutters/1/HeStutters_1_243.wav,NoStutteredWords
284,[CLIP_DIR]/HeStutters/1/HeStutters_1_244.wav,Prolongation
285,[CLIP_DIR]/HeStutters/1/HeStutters_1_245.wav,Prolongation
286,[CLIP_DIR]/HeStutters/1/HeStutters_1_246.wav,Prolongation
287,[CLIP_DIR]/HeStutters/1/HeStutters_1_247.wav,Prolongation
288,[CLIP_DIR]/HeStutters/1/HeStutters_1_248.wav,Block
289,[CLIP_DIR]/HeStutters/1/HeStutters_1_249.wav,Prolongation
290,[CLIP_DIR]/HeStutters/1/HeStutters_1_250.wav,SoundRep
291,[CLIP_DIR]/HeStutters/1/HeStutters_1_251.wav,NoStutteredWords
292,[CLIP_DIR]/HeStutters/1/HeStutters_1_252.wav,Interjection
293,[CLIP_DIR]/HeStutters/1/HeStutters_1_253.wav,SoundRep
294,[CLIP_DIR]/HeStutters/1/HeStutters_1_254.wav,SoundRep
295,[CLIP_DIR]/HeStutters/1/HeStutters_1_255.wav,Block
296,[CLIP_DIR]/HeStutters/1/HeStutters_1_256.wav,NoStutteredWords
297,[CLIP_DIR]/HeStutters/1/HeStutters_1_257.wav,SoundRep
298,[CLIP_DIR]/HeStutters/1/HeStutters_1_258.wav,Prolongation
299,[CLIP_DIR]/HeStutters/1/HeStutters_1_259.wav,NoStutteredWords
300,[CLIP_DIR]/HeStutters/1/HeStutters_1_260.wav,SoundRep
301,[CLIP_DIR]/HeStutters/1/HeStutters_1_261.wav,NoStutteredWords
302,[CLIP_DIR]/HeStutters/1/HeStutters_1_262.wav,WordRep
303,[CLIP_DIR]/HeStutters/1/HeStutters_1_263.wav,Block
304,[CLIP_DIR]/HeStutters/1/HeStutters_1_264.wav,Prolongation
305,[CLIP_DIR]/HeStutters/1/HeStutters_1_265.wav,NoStutteredWords
306,[CLIP_DIR]/HeStutters/1/HeStutters_1_266.wav,NoStutteredWords
307,[CLIP_DIR]/HeStutters/1/HeStutters_1_267.wav,SoundRep
308,[CLIP_DIR]/HeStutters/1/HeStutters_1_268.wav,Block
309,[CLIP_DIR]/HeStutters/1/HeStutters_1_269.wav,WordRep
310,[CLIP_DIR]/HeStutters/1/HeStutters_1_270.wav,Prolongation
311,[CLIP_DIR]/HeStutters/1/HeStutters_1_271.wav,NoStutteredWords
312,[CLIP_DIR]/HeStutters/1/HeStutters_1_272.wav,NoStutteredWords
313,[CLIP_DIR]/HeStutters/2/HeStutters_2_0.wav,NoStutteredWords
314,[CLIP_DIR]/HeStutters/2/HeStutters_2_1.wav,NoStutteredWords
315,[CLIP_DIR]/HeStutters/2/HeStutters_2_2.wav,Block
316,[CLIP_DIR]/HeStutters/2/HeStutters_2_3.wav,Prolongation
317,[CLIP_DIR]/HeStutters/2/HeStutters_2_4.wav,Prolongation
318,[CLIP_DIR]/HeStutters/2/HeStutters_2_5.wav,Prolongation
319,[CLIP_DIR]/HeStutters/2/HeStutters_2_6.wav,NoStutteredWords
320,[CLIP_DIR]/HeStutters/2/HeStutters_2_7.wav,NoStutteredWords
321,[CLIP_DIR]/HeStutters/2/HeStutters_2_8.wav,Prolongation
322,[CLIP_DIR]/HeStutters/2/HeStutters_2_9.wav,WordRep
323,[CLIP_DIR]/HeStutters/2/HeStutters_2_10.wav,NoStutteredWords
324,[CLIP_DIR]/HeStutters/2/HeStutters_2_11.wav,NoStutteredWords
325,[CLIP_DIR]/HeStutters/2/HeStutters_2_12.wav,SoundRep
326,[CLIP_DIR]/HeStutters/2/HeStutters_2_13.wav,Prolongation
327,[CLIP_DIR]/HeStutters/2/HeStutters_2_14.wav,NoStutteredWords
328,[CLIP_DIR]/HeStutters/2/HeStutters_2_15.wav,NoStutteredWords
329,[CLIP_DIR]/HeStutters/2/HeStutters_2_16.wav,Prolongation
330,[CLIP_DIR]/HeStutters/2/HeStutters_2_17.wav,Interjection
331,[CLIP_DIR]/HeStutters/2/HeStutters_2_18.wav,NoStutteredWords
332,[CLIP_DIR]/HeStutters/2/HeStutters_2_19.wav,Interjection
333,[CLIP_DIR]/HeStutters/2/HeStutters_2_20.wav,NoStutteredWords
334,[CLIP_DIR]/HeStutters/2/HeStutters_2_21.wav,Interjection
335,[CLIP_DIR]/HeStutters/2/HeStutters_2_22.wav,NoStutteredWords
336,[CLIP_DIR]/HeStutters/2/HeStutters_2_23.wav,NoStutteredWords
337,[CLIP_DIR]/HeStutters/2/HeStutters_2_24.wav,WordRep
338,[CLIP_DIR]/HeStutters/2/HeStutters_2_25.wav,Prolongation
339,[CLIP_DIR]/HeStutters/2/HeStutters_2_26.wav,NoStutteredWords
340,[CLIP_DIR]/HeStutters/2/HeStutters_2_27.wav,NoStutteredWords
341,[CLIP_DIR]/HeStutters/2/HeStutters_2_28.wav,NoStutteredWords
342,[CLIP_DIR]/HeStutters/2/HeStutters_2_29.wav,NoStutteredWords
